listing_price,full_address,zip_code,county,municipality,bedrooms,bathrooms,sqft,property_type,listing_url,scrape_timestamp,lot_size,year_built,days_on_market,hoa_fees,source,price_per_sqft
143300.0,"988 Elm Dr, Egg Harbor Township, NJ 08232",08232,Atlantic,Egg Harbor Township,0.0,0.0,,Land,https://synthetic.local/listing/d9264fd5c6,2026-06-04T18:31:58,193561.0,,14,,synthetic,
107900.0,"1025 Birch Way, Egg Harbor Township, NJ 08401",08401,Atlantic,Egg Harbor Township,2.0,3.036410128498511,563.0,Condo/Co-op,https://synthetic.local/listing/c2528613a5,2026-06-05T23:50:58,,2010.0,33,351.0,synthetic,191.651865008881
297500.0,"1062 Willow Pl, Galloway, NJ 08037",08037,Atlantic,Galloway,3.0,3.546360715700675,1876.0,Townhouse,https://synthetic.local/listing/3bcb549d0e,2026-06-12T04:20:58,3162.0,1995.0,1,258.0,synthetic,158.5820895522388
430200.0,"1099 Lake St, Pleasantville, NJ 08234",08234,Atlantic,Pleasantville,4.0,3.100695190985008,3183.0,Single Family,https://synthetic.local/listing/21eb9f3ffe,2026-06-15T12:23:58,12154.0,1935.0,50,,synthetic,135.1555136663525
315000.0,"1136 Park Ave, Egg Harbor Township, NJ 08037",08037,Atlantic,Egg Harbor Township,2.0,2.0973158335620514,1825.0,Townhouse,https://synthetic.local/listing/298091b6af,2026-06-13T05:31:58,3424.0,2009.0,23,50.0,synthetic,172.6027397260274
214100.0,"1173 River Rd, Galloway, NJ 08205",08205,Atlantic,Galloway,2.0,1.0510433603276348,1617.0,Condo/Co-op,https://synthetic.local/listing/4b2a56d621,2026-06-05T15:28:58,,2001.0,18,527.0,synthetic,132.4056895485467
470400.0,"1210 Forest Ln, Egg Harbor Township, NJ 08234",08234,Atlantic,Egg Harbor Township,3.0,2.377981974038113,2249.0,Single Family,https://synthetic.local/listing/d54696d417,2026-06-11T16:17:58,13499.0,1948.0,23,,synthetic,209.15962650066697
232600.0,"1247 Hill Ct, Hammonton, NJ 08232",08232,Atlantic,Hammonton,3.0,,1395.0,Condo/Co-op,https://synthetic.local/listing/d06b47e2be,2026-06-06T15:52:58,,2004.0,19,749.0,synthetic,166.73835125448028
122600.0,"1284 Spring Blvd, Pleasantville, NJ 08205",08205,Atlantic,Pleasantville,0.0,1.0392332377286877,822.0,Condo/Co-op,https://synthetic.local/listing/e80db63346,2026-06-05T05:19:58,,2002.0,49,479.0,synthetic,149.1484184914842
442600.0,"1321 Highland Dr, Egg Harbor Township, NJ 08234",08234,Atlantic,Egg Harbor Township,4.0,2.6105931456469453,2494.0,Single Family,https://synthetic.local/listing/caf5b025e7,2026-06-16T16:49:58,9646.0,1988.0,2,,synthetic,177.46591820368886
231600.0,"1358 Main Way, Atlantic City, NJ 08401",08401,Atlantic,Atlantic City,4.0,1.0,1157.0,Single Family,https://synthetic.local/listing/2a03b01a0c,2026-06-16T16:50:58,1500.0,1916.0,2,,synthetic,200.17286084701814
248000.0,"1395 Washington Pl, Egg Harbor Township, NJ 08234",08234,Atlantic,Egg Harbor Township,2.0,3.3121515337416385,1737.0,Townhouse,https://synthetic.local/listing/192e0214f5,2026-06-15T19:04:58,1830.0,1991.0,3,72.0,synthetic,142.77489925158318
85000.0,"1432 Lincoln St, Pleasantville, NJ 08205",08205,Atlantic,Pleasantville,2.0,1.921348009587364,500.0,Condo/Co-op,https://synthetic.local/listing/fec85f3a8b,2026-06-08T03:35:58,,2011.0,54,309.0,synthetic,170.0
428200.0,"1469 Madison Ave, Pleasantville, NJ 08205",08205,Atlantic,Pleasantville,3.0,3.5565293244225336,1777.0,Single Family,https://synthetic.local/listing/0db8ede1e7,2026-06-03T03:36:58,1500.0,2001.0,2,,synthetic,240.9679234665166
149300.0,"1506 Jefferson Rd, Hammonton, NJ 08232",08232,Atlantic,Hammonton,0.0,0.0,,Land,https://synthetic.local/listing/5c81bbdce1,2026-06-14T15:06:58,31148.0,,41,,synthetic,
133500.0,"1543 Garden Ln, Atlantic City, NJ 08401",08401,Atlantic,Atlantic City,,0.0,,Land,https://synthetic.local/listing/37bd3098c6,2026-06-14T16:57:58,84712.0,,9,,synthetic,
164200.0,"1580 Oak Ct, Hammonton, NJ 08232",08232,Atlantic,Hammonton,1.0,2.208625071470574,958.0,Condo/Co-op,https://synthetic.local/listing/303f926133,2026-06-13T14:52:58,,1989.0,44,428.0,synthetic,171.39874739039666
187800.0,"1617 Maple Blvd, Atlantic City, NJ 08037",08037,Atlantic,Atlantic City,2.0,2.859928703963704,1132.0,Condo/Co-op,https://synthetic.local/listing/ff2823d56b,2026-06-15T23:52:58,,2005.0,6,391.0,synthetic,165.90106007067138
238300.0,"1654 Cedar Dr, Galloway, NJ 08234",08234,Atlantic,Galloway,4.0,2.793225125789784,1814.0,Single Family,https://synthetic.local/listing/6ec28b0f97,2026-06-15T18:27:58,10770.0,1967.0,14,,synthetic,131.36714443219404
128200.0,"1691 Pine Way, Pleasantville, NJ 08037",08037,Atlantic,Pleasantville,2.0,1.2979972351672824,700.0,Single Family,https://synthetic.local/listing/f9c8a371b0,2026-06-07T07:52:58,5783.0,2024.0,0,,synthetic,183.14285714285714
127500.0,"1728 Elm Pl, Atlantic City, NJ 08232",08232,Atlantic,Atlantic City,2.0,2.4009956108647983,859.0,Condo/Co-op,https://synthetic.local/listing/dc3a7a76ef,2026-06-13T20:25:58,,2011.0,22,644.0,synthetic,148.42840512223515
303900.0,"1765 Birch St, Pleasantville, NJ 08037",08037,Atlantic,Pleasantville,4.0,2.5788914900832713,1803.0,Townhouse,https://synthetic.local/listing/d3406c3809,2026-06-06T15:39:58,3752.0,1994.0,64,137.0,synthetic,168.5524126455907
221000.0,"1802 Willow Ave, Hammonton, NJ 08234",08234,Atlantic,Hammonton,2.0,1.1508254790127184,1463.0,Single Family,https://synthetic.local/listing/1de8d79615,2026-06-09T20:55:58,9738.0,1970.0,28,,synthetic,151.05946684894053
237400.0,"1839 Lake Rd, Pleasantville, NJ 08232",08232,Atlantic,Pleasantville,2.0,2.1778508004851957,1812.0,Condo/Co-op,https://synthetic.local/listing/9e87d94958,2026-06-16T11:17:58,,1993.0,5,354.0,synthetic,131.01545253863134
467000.0,"1876 Park Ln, Hammonton, NJ 08232",08232,Atlantic,Hammonton,5.0,3.0613704702625943,2188.0,Multi-Family,https://synthetic.local/listing/a052cc0509,2026-06-11T04:45:58,5850.0,1973.0,1,,synthetic,213.43692870201096
364000.0,"1913 River Ct, Hammonton, NJ 08401",08401,Atlantic,Hammonton,3.0,1.780244170809797,2123.0,Single Family,https://synthetic.local/listing/b947a05735,2026-06-15T17:44:58,1500.0,2008.0,120,,synthetic,171.45548751766367
279600.0,"1950 Forest Blvd, Egg Harbor Township, NJ 08037",08037,Atlantic,Egg Harbor Township,4.0,1.7940311683424188,1365.0,Townhouse,https://synthetic.local/listing/a60a79cb1a,2026-06-15T04:19:58,2688.0,2024.0,0,103.0,synthetic,204.83516483516485
332200.0,"1987 Hill Dr, Atlantic City, NJ 08232",08232,Atlantic,Atlantic City,2.0,2.083529269715671,2528.0,Single Family,https://synthetic.local/listing/69469af070,2026-06-13T10:34:58,9708.0,1930.0,84,,synthetic,131.40822784810126
179900.0,"2024 Spring Way, Atlantic City, NJ 08205",08205,Atlantic,Atlantic City,1.0,2.930427551942601,1328.0,Single Family,https://synthetic.local/listing/c8648be0d8,2026-06-16T06:14:58,9676.0,1939.0,8,,synthetic,135.46686746987953
181900.0,"2061 Highland Pl, Egg Harbor Township, NJ 08232",08232,Atlantic,Egg Harbor Township,,0.0,,Land,https://synthetic.local/listing/869da4f2f6,2026-06-04T18:20:58,50562.0,,50,,synthetic,
114900.0,"2098 Main St, Pleasantville, NJ 08205",08205,Atlantic,Pleasantville,4.0,1.6675311579900534,700.0,Single Family,https://synthetic.local/listing/b6156f63d3,2026-06-07T07:51:58,16555.0,2024.0,0,,synthetic,164.14285714285714
520700.0,"2135 Washington Ave, Pleasantville, NJ 08232",08232,Atlantic,Pleasantville,1.0,3.05935738535591,3334.0,Single Family,https://synthetic.local/listing/567fc5cdff,2026-06-11T23:46:58,9360.0,1966.0,22,,synthetic,156.17876424715058
490100.0,"2172 Lincoln Rd, Pleasantville, NJ 08234",08234,Atlantic,Pleasantville,5.0,2.3606618129560335,3084.0,Single Family,https://synthetic.local/listing/5434c208fa,2026-06-09T17:37:58,2981.0,1989.0,18,,synthetic,158.91699092088197
72100.0,"2209 Madison Ln, Hammonton, NJ 08234",08234,Atlantic,Hammonton,1.0,1.9510473381889275,503.0,Condo/Co-op,https://synthetic.local/listing/d7918c98ca,2026-06-09T04:56:58,,1965.0,6,472.0,synthetic,143.33996023856858
712500.0,"2246 Jefferson Ct, Galloway, NJ 08037",08037,Atlantic,Galloway,4.0,2.779480498048344,3549.0,Single Family,https://synthetic.local/listing/2337e5e527,2026-06-13T00:57:58,10601.0,1984.0,178,,synthetic,200.7607776838546
349400.0,"2283 Garden Blvd, Atlantic City, NJ 08205",08205,Atlantic,Atlantic City,2.0,2.9744810327073936,2299.0,Townhouse,https://synthetic.local/listing/0ba55671f3,2026-06-05T18:02:58,2133.0,1993.0,52,288.0,synthetic,151.97912135711178
284500.0,"2320 Oak Dr, Hammonton, NJ 08401",08401,Atlantic,Hammonton,2.0,1.767875107323259,1869.0,Single Family,https://synthetic.local/listing/c0f8485c49,2026-06-13T13:12:58,14065.0,1968.0,20,,synthetic,152.22043873729268
184300.0,"2357 Maple Way, Egg Harbor Township, NJ 08232",08232,Atlantic,Egg Harbor Township,3.0,3.0613309184716537,1327.0,Single Family,https://synthetic.local/listing/ae754873a5,2026-06-10T22:41:58,8440.0,1969.0,5,,synthetic,138.88470233609647
174900.0,"2394 Cedar Pl, Atlantic City, NJ 08401",08401,Atlantic,Atlantic City,1.0,1.3026890480773388,1400.0,Single Family,https://synthetic.local/listing/459c0f2705,2026-06-15T12:29:58,15806.0,1982.0,54,59.0,synthetic,124.92857142857143
111600.0,"2431 Pine St, Egg Harbor Township, NJ 08401",08401,Atlantic,Egg Harbor Township,,2.484204969166682,533.0,Condo/Co-op,https://synthetic.local/listing/f4f5d74c0f,2026-06-16T15:33:58,,1954.0,25,550.0,synthetic,209.38086303939963
356600.0,"2468 Elm Ave, Hammonton, NJ 08401",08401,Atlantic,Hammonton,3.0,2.202626642731444,1419.0,Single Family,https://synthetic.local/listing/4e818b7730,2026-06-15T04:42:58,8557.0,1967.0,86,,synthetic,251.30373502466526
464400.0,"2505 Birch Rd, Hammonton, NJ 08234",08234,Atlantic,Hammonton,4.0,3.008296914289022,2481.0,Single Family,https://synthetic.local/listing/697a285bcf,2026-06-08T08:49:58,11685.0,1983.0,14,,synthetic,187.1825876662636
200000.0,"2542 Willow Ln, Pleasantville, NJ 08234",08234,Atlantic,Pleasantville,,,1104.0,Condo/Co-op,https://synthetic.local/listing/da9637fbbb,2026-06-11T08:14:58,,1998.0,68,236.0,synthetic,181.15942028985506
255700.0,"2579 Lake Ct, Pleasantville, NJ 08232",08232,Atlantic,Pleasantville,3.0,,1868.0,Single Family,https://synthetic.local/listing/124c50f0a6,2026-06-15T00:01:58,3088.0,1971.0,37,,synthetic,136.88436830835118
391300.0,"2616 Park Blvd, Galloway, NJ 08205",08205,Atlantic,Galloway,4.0,3.320669474308191,2025.0,Single Family,https://synthetic.local/listing/06ea994b30,2026-06-03T20:07:58,4275.0,1947.0,56,,synthetic,193.23456790123456
358300.0,"2653 River Dr, Galloway, NJ 08401",08401,Atlantic,Galloway,3.0,2.0376847135378755,2164.0,Single Family,https://synthetic.local/listing/c2fc0c3f72,2026-06-09T13:46:58,5980.0,1959.0,261,118.0,synthetic,165.57301293900184
131200.0,"2690 Forest Way, Galloway, NJ 08205",08205,Atlantic,Galloway,3.0,1.5703363898125704,700.0,Single Family,https://synthetic.local/listing/594f4b73da,2026-06-05T21:01:58,1500.0,1975.0,5,,synthetic,187.42857142857142
379400.0,"2727 Hill Pl, Atlantic City, NJ 08401",08401,Atlantic,Atlantic City,2.0,1.9633923723534827,1569.0,Townhouse,https://synthetic.local/listing/a77799012b,2026-06-04T02:55:58,3642.0,2024.0,30,210.0,synthetic,241.81007010834927
382800.0,"2764 Spring St, Atlantic City, NJ 08037",08037,Atlantic,Atlantic City,6.0,3.181028459875831,1540.0,Single Family,https://synthetic.local/listing/d657e41ef0,2026-06-16T02:57:58,13345.0,1965.0,3,,synthetic,248.57142857142858
238400.0,"2801 Highland Ave, Pleasantville, NJ 08234",08234,Atlantic,Pleasantville,4.0,1.7143844641357595,1063.0,Single Family,https://synthetic.local/listing/79e05b41a6,2026-06-12T00:36:58,8208.0,1977.0,0,,synthetic,224.2709313264346
310000.0,"2838 Main Rd, Egg Harbor Township, NJ 08205",08205,Atlantic,Egg Harbor Township,2.0,3.0794261419649827,2041.0,Single Family,https://synthetic.local/listing/31daa5161d,2026-06-11T19:26:58,1500.0,1926.0,48,,synthetic,151.88633023027927
358200.0,"2875 Washington Ln, Atlantic City, NJ 08234",08234,Atlantic,Atlantic City,2.0,2.7311333337349657,2809.0,Single Family,https://synthetic.local/listing/b4cdbbda3b,2026-06-03T10:27:58,6343.0,1912.0,9,,synthetic,127.5186899252403
351700.0,"2912 Lincoln Ct, Atlantic City, NJ 08232",08232,Atlantic,Atlantic City,2.0,1.8101456324195655,2311.0,Single Family,https://synthetic.local/listing/2f02af06f3,2026-06-11T09:20:58,1500.0,1984.0,5,,synthetic,152.1852012115967
408700.0,"2949 Madison Blvd, Atlantic City, NJ 08232",08232,Atlantic,Atlantic City,2.0,1.8985953217491998,2258.0,Single Family,https://synthetic.local/listing/70a7889946,2026-06-13T01:46:58,11278.0,1959.0,44,,synthetic,181.00088573959255
749700.0,"2986 Jefferson Dr, Egg Harbor Township, NJ 08234",08234,Atlantic,Egg Harbor Township,4.0,2.0,2895.0,Multi-Family,https://synthetic.local/listing/0a562509bc,2026-06-14T05:20:58,3643.0,1950.0,1,,synthetic,258.9637305699482
475500.0,"3023 Garden Way, Egg Harbor Township, NJ 08205",08205,Atlantic,Egg Harbor Township,4.0,3.8179151980826633,2201.0,Single Family,https://synthetic.local/listing/9bcb31b375,2026-06-03T10:42:58,11448.0,1946.0,31,,synthetic,216.03816447069514
233700.0,"3060 Oak Pl, Egg Harbor Township, NJ 08401",08401,Atlantic,Egg Harbor Township,3.0,2.2865810106573794,1834.0,Townhouse,https://synthetic.local/listing/5bbe9ae7bf,2026-06-15T23:28:58,1000.0,2005.0,5,50.0,synthetic,127.42639040348963
422000.0,"3097 Maple St, Hammonton, NJ 08205",08205,Atlantic,Hammonton,5.0,2.4984641174589233,2265.0,Single Family,https://synthetic.local/listing/ac3694924b,2026-06-05T15:43:58,16584.0,1978.0,17,,synthetic,186.31346578366447
470400.0,"3134 Cedar Ave, Hammonton, NJ 08205",08205,Atlantic,Hammonton,5.0,2.660645101022916,2715.0,Multi-Family,https://synthetic.local/listing/854db8cc50,2026-06-08T23:55:58,4835.0,1970.0,30,,synthetic,173.2596685082873
492800.0,"3171 Pine Rd, Galloway, NJ 08232",08232,Atlantic,Galloway,4.0,2.7995091613650103,2411.0,Single Family,https://synthetic.local/listing/9a6b029352,2026-06-14T07:06:58,1500.0,1983.0,25,,synthetic,204.39651596847781
395900.0,"3208 Elm Ln, Egg Harbor Township, NJ 08037",08037,Atlantic,Egg Harbor Township,4.0,2.412212654695853,2229.0,Single Family,https://synthetic.local/listing/ca9664f43d,2026-06-12T05:30:58,12334.0,1978.0,27,216.0,synthetic,177.61327949753252
602300.0,"3245 Birch Ct, Pleasantville, NJ 08232",08232,Atlantic,Pleasantville,4.0,3.9074977963557673,3103.0,Multi-Family,https://synthetic.local/listing/9cf6dd8b00,2026-06-07T10:23:58,2648.0,1991.0,22,,synthetic,194.1024814695456
270100.0,"3282 Willow Blvd, Atlantic City, NJ 08037",08037,Atlantic,Atlantic City,3.0,2.995761572385983,2221.0,Single Family,https://synthetic.local/listing/072625532d,2026-06-06T17:25:58,10080.0,1985.0,36,,synthetic,121.61188653759568
343300.0,"3319 Lake Dr, Pleasantville, NJ 08205",08205,Atlantic,Pleasantville,3.0,2.09971113808248,2315.0,Single Family,https://synthetic.local/listing/f939e37314,2026-06-03T02:41:58,5860.0,1974.0,2,,synthetic,148.2937365010799
371000.0,"3356 Park Way, Egg Harbor Township, NJ 08232",08232,Atlantic,Egg Harbor Township,5.0,2.085211850366817,2113.0,Multi-Family,https://synthetic.local/listing/c3e5e17e2b,2026-06-08T00:15:58,3694.0,1968.0,9,,synthetic,175.579744439186
544900.0,"3393 River Pl, Atlantic City, NJ 08232",08232,Atlantic,Atlantic City,4.0,,2267.0,Single Family,https://synthetic.local/listing/d2927f89ce,2026-06-10T09:17:58,9092.0,1986.0,17,,synthetic,240.36171151301278
221100.0,"3430 Forest St, Pleasantville, NJ 08401",08401,Atlantic,Pleasantville,3.0,3.3670755741559204,1669.0,Townhouse,https://synthetic.local/listing/4d00aff305,2026-06-12T17:20:58,2342.0,1983.0,23,222.0,synthetic,132.47453565008988
298000.0,"3467 Hill Ave, Galloway, NJ 08234",08234,Atlantic,Galloway,3.0,2.3790018826028994,2281.0,Single Family,https://synthetic.local/listing/cc6652346d,2026-06-03T01:06:58,8810.0,1977.0,32,,synthetic,130.64445418676019
395400.0,"3504 Spring Rd, Egg Harbor Township, NJ 08232",08232,Atlantic,Egg Harbor Township,4.0,2.6442911544211185,1574.0,Single Family,https://synthetic.local/listing/9d3558b2a8,2026-06-06T02:16:58,14631.0,2014.0,8,,synthetic,251.20711562897077
269500.0,"3541 Highland Ln, Pleasantville, NJ 08401",08401,Atlantic,Pleasantville,4.0,1.4153488230987568,1484.0,Single Family,https://synthetic.local/listing/d26fb4b6d5,2026-06-11T19:56:58,15018.0,1996.0,3,,synthetic,181.60377358490567
239600.0,"3578 Main Ct, Pleasantville, NJ 08232",08232,Atlantic,Pleasantville,3.0,2.7816275774423396,1357.0,Single Family,https://synthetic.local/listing/9423b5767e,2026-06-15T20:46:58,10752.0,1975.0,11,,synthetic,176.5659543109801
256500.0,"3615 Washington Blvd, Egg Harbor Township, NJ 08037",08037,Atlantic,Egg Harbor Township,2.0,2.289541260434918,1554.0,Single Family,https://synthetic.local/listing/9ee3d1fbde,2026-06-04T17:26:58,15409.0,1970.0,79,,synthetic,165.05791505791507
146300.0,"3652 Lincoln Dr, Egg Harbor Township, NJ 08037",08037,Atlantic,Egg Harbor Township,0.0,1.6740975013663317,1105.0,Condo/Co-op,https://synthetic.local/listing/f60be32582,2026-06-02T22:47:58,,2007.0,2,471.0,synthetic,132.39819004524887
282100.0,"3689 Madison Way, Hammonton, NJ 08234",08234,Atlantic,Hammonton,4.0,2.588490498062942,2001.0,Single Family,https://synthetic.local/listing/2490fdbbbe,2026-06-07T15:04:58,15865.0,1913.0,30,,synthetic,140.97951024487756
340700.0,"3726 Jefferson Pl, Atlantic City, NJ 08401",08401,Atlantic,Atlantic City,5.0,3.941393558197717,1732.0,Single Family,https://synthetic.local/listing/5fdb3e65fa,2026-06-06T05:07:58,6682.0,1946.0,26,,synthetic,196.70900692840647
326000.0,"3763 Garden St, Atlantic City, NJ 08232",08232,Atlantic,Atlantic City,3.0,1.44360881267437,2556.0,Single Family,https://synthetic.local/listing/478d588297,2026-06-12T23:42:58,4499.0,1990.0,32,,synthetic,127.54303599374022
418000.0,"3800 Oak Ave, Pleasantville, NJ 08234",08234,Atlantic,Pleasantville,4.0,2.294676706880198,2488.0,Single Family,https://synthetic.local/listing/d8d8c475d8,2026-06-15T16:31:58,18169.0,2024.0,6,,synthetic,168.0064308681672
335600.0,"3837 Maple Rd, Atlantic City, NJ 08037",08037,Atlantic,Atlantic City,2.0,1.9606300306203928,1537.0,Single Family,https://synthetic.local/listing/2bf5cbc0c8,2026-06-14T21:24:58,4102.0,2024.0,2,,synthetic,218.34743005855563
216600.0,"3874 Cedar Ln, Hammonton, NJ 08037",08037,Atlantic,Hammonton,2.0,1.5,,Townhouse,https://synthetic.local/listing/d983adb7b1,2026-06-15T13:38:58,3560.0,1999.0,73,405.0,synthetic,
198800.0,"3911 Pine Ct, Hammonton, NJ 08232",08232,Atlantic,Hammonton,3.0,2.060357903095934,1270.0,Single Family,https://synthetic.local/listing/6ee5bf7473,2026-06-08T16:50:58,2579.0,1977.0,10,,synthetic,156.53543307086613
284200.0,"3948 Elm Blvd, Atlantic City, NJ 08232",08232,Atlantic,Atlantic City,2.0,3.846868967630418,1655.0,Single Family,https://synthetic.local/listing/235205fd72,2026-06-11T20:55:58,13724.0,1976.0,66,30.0,synthetic,171.72205438066464
214400.0,"3985 Birch Dr, Hammonton, NJ 08232",08232,Atlantic,Hammonton,1.0,2.464696822319223,1087.0,Condo/Co-op,https://synthetic.local/listing/7d8d154aaf,2026-06-09T00:23:58,,2024.0,13,328.0,synthetic,197.24011039558417
853800.0,"4022 Willow Way, Egg Harbor Township, NJ 08401",08401,Atlantic,Egg Harbor Township,3.0,,3320.0,Multi-Family,https://synthetic.local/listing/c959cb682e,2026-06-03T16:16:58,5390.0,1993.0,1,,synthetic,257.1686746987952
434400.0,"4059 Lake Pl, Pleasantville, NJ 08401",08401,Atlantic,Pleasantville,3.0,2.3255766975164622,2776.0,Single Family,https://synthetic.local/listing/78de6312b2,2026-06-07T06:02:58,1500.0,1924.0,60,,synthetic,156.4841498559078
270700.0,"4096 Park St, Pleasantville, NJ 08037",08037,Atlantic,Pleasantville,3.0,2.1487568719160497,1744.0,Single Family,https://synthetic.local/listing/0a19d3cda5,2026-06-11T07:43:58,1500.0,1981.0,27,30.0,synthetic,155.2178899082569
