listing_price,full_address,zip_code,county,municipality,bedrooms,bathrooms,sqft,property_type,listing_url,scrape_timestamp,lot_size,year_built,days_on_market,hoa_fees,source,price_per_sqft
297800.0,"1321 Highland Dr, Egg Harbor Township, NJ 08234",08234,Atlantic,Egg Harbor Township,4.0,2.6105931456469453,2494.0,Single Family,https://synthetic.local/listing/caf5b025e7,2026-06-16T15:15:29,9646.0,1988.0,2,,synthetic,119.4065757818765
431900.0,"1358 Main Way, Atlantic City, NJ 08401",08401,Atlantic,Atlantic City,4.0,1.0,1157.0,Single Family,https://synthetic.local/listing/2a03b01a0c,2026-06-16T15:16:29,1500.0,1916.0,2,,synthetic,373.29299913569577
228800.0,"1395 Washington Pl, Egg Harbor Township, NJ 08234",08234,Atlantic,Egg Harbor Township,2.0,3.3121515337416385,1737.0,Townhouse,https://synthetic.local/listing/192e0214f5,2026-06-15T17:30:29,1830.0,1991.0,3,72.0,synthetic,131.72135866436383
225600.0,"1432 Lincoln St, Pleasantville, NJ 08205",08205,Atlantic,Pleasantville,2.0,1.921348009587364,500.0,Condo/Co-op,https://synthetic.local/listing/fec85f3a8b,2026-06-08T02:01:29,,2011.0,54,309.0,synthetic,451.2
499800.0,"1469 Madison Ave, Pleasantville, NJ 08205",08205,Atlantic,Pleasantville,3.0,3.5565293244225336,1777.0,Single Family,https://synthetic.local/listing/0db8ede1e7,2026-06-03T02:02:29,1500.0,2001.0,2,,synthetic,281.26055149127745
86000.0,"1506 Jefferson Rd, Hammonton, NJ 08232",08232,Atlantic,Hammonton,0.0,0.0,,Land,https://synthetic.local/listing/5c81bbdce1,2026-06-14T13:32:29,31148.0,,41,,synthetic,
39100.0,"1543 Garden Ln, Atlantic City, NJ 08401",08401,Atlantic,Atlantic City,,0.0,,Land,https://synthetic.local/listing/37bd3098c6,2026-06-14T15:23:29,84712.0,,9,,synthetic,
337800.0,"1580 Oak Ct, Hammonton, NJ 08232",08232,Atlantic,Hammonton,1.0,2.208625071470574,958.0,Condo/Co-op,https://synthetic.local/listing/303f926133,2026-06-13T13:18:29,,1989.0,44,428.0,synthetic,352.60960334029227
256300.0,"1617 Maple Blvd, Atlantic City, NJ 08037",08037,Atlantic,Atlantic City,2.0,2.859928703963704,1132.0,Condo/Co-op,https://synthetic.local/listing/ff2823d56b,2026-06-15T22:18:29,,2005.0,6,391.0,synthetic,226.41342756183747
153800.0,"1654 Cedar Dr, Galloway, NJ 08234",08234,Atlantic,Galloway,4.0,2.793225125789784,1814.0,Single Family,https://synthetic.local/listing/6ec28b0f97,2026-06-15T16:53:29,10770.0,1967.0,14,,synthetic,84.78500551267916
255800.0,"1691 Pine Way, Pleasantville, NJ 08037",08037,Atlantic,Pleasantville,2.0,1.2979972351672824,700.0,Single Family,https://synthetic.local/listing/f9c8a371b0,2026-06-07T06:18:29,5783.0,2024.0,0,,synthetic,365.42857142857144
193700.0,"1728 Elm Pl, Atlantic City, NJ 08232",08232,Atlantic,Atlantic City,2.0,2.4009956108647983,859.0,Condo/Co-op,https://synthetic.local/listing/dc3a7a76ef,2026-06-13T18:51:29,,2011.0,22,644.0,synthetic,225.49476135040746
263400.0,"1765 Birch St, Pleasantville, NJ 08037",08037,Atlantic,Pleasantville,4.0,2.5788914900832713,1803.0,Townhouse,https://synthetic.local/listing/d3406c3809,2026-06-06T14:05:29,3752.0,1994.0,64,137.0,synthetic,146.08985024958403
300300.0,"1802 Willow Ave, Hammonton, NJ 08234",08234,Atlantic,Hammonton,2.0,1.1508254790127184,1463.0,Single Family,https://synthetic.local/listing/1de8d79615,2026-06-09T19:21:29,9738.0,1970.0,28,,synthetic,205.26315789473685
208900.0,"1839 Lake Rd, Pleasantville, NJ 08232",08232,Atlantic,Pleasantville,2.0,2.1778508004851957,1812.0,Condo/Co-op,https://synthetic.local/listing/9e87d94958,2026-06-16T09:43:29,,1993.0,5,354.0,synthetic,115.28697571743929
345200.0,"1876 Park Ln, Hammonton, NJ 08232",08232,Atlantic,Hammonton,5.0,3.0613704702625943,2188.0,Multi-Family,https://synthetic.local/listing/a052cc0509,2026-06-11T03:11:29,5850.0,1973.0,1,,synthetic,157.76965265082268
289300.0,"1913 River Ct, Hammonton, NJ 08401",08401,Atlantic,Hammonton,3.0,1.780244170809797,2123.0,Single Family,https://synthetic.local/listing/b947a05735,2026-06-15T16:10:29,1500.0,2008.0,120,,synthetic,136.26943005181346
329200.0,"1950 Forest Blvd, Egg Harbor Township, NJ 08037",08037,Atlantic,Egg Harbor Township,4.0,1.7940311683424188,1365.0,Townhouse,https://synthetic.local/listing/a60a79cb1a,2026-06-15T02:45:29,2688.0,2024.0,0,103.0,synthetic,241.17216117216117
254000.0,"1987 Hill Dr, Atlantic City, NJ 08232",08232,Atlantic,Atlantic City,2.0,2.083529269715671,2528.0,Single Family,https://synthetic.local/listing/69469af070,2026-06-13T09:00:29,9708.0,1930.0,84,,synthetic,100.4746835443038
231800.0,"2024 Spring Way, Atlantic City, NJ 08205",08205,Atlantic,Atlantic City,1.0,2.930427551942601,1328.0,Single Family,https://synthetic.local/listing/c8648be0d8,2026-06-16T04:40:29,9676.0,1939.0,8,,synthetic,174.54819277108433
81200.0,"2061 Highland Pl, Egg Harbor Township, NJ 08232",08232,Atlantic,Egg Harbor Township,,0.0,,Land,https://synthetic.local/listing/869da4f2f6,2026-06-04T16:46:29,50562.0,,50,,synthetic,
147500.0,"2098 Main St, Pleasantville, NJ 08205",08205,Atlantic,Pleasantville,4.0,1.6675311579900534,700.0,Single Family,https://synthetic.local/listing/b6156f63d3,2026-06-07T06:17:29,16555.0,2024.0,0,,synthetic,210.71428571428572
409300.0,"2135 Washington Ave, Pleasantville, NJ 08232",08232,Atlantic,Pleasantville,1.0,3.05935738535591,3334.0,Single Family,https://synthetic.local/listing/567fc5cdff,2026-06-11T22:12:29,9360.0,1966.0,22,,synthetic,122.76544691061788
226000.0,"2172 Lincoln Rd, Pleasantville, NJ 08234",08234,Atlantic,Pleasantville,5.0,2.3606618129560335,3084.0,Single Family,https://synthetic.local/listing/5434c208fa,2026-06-09T16:03:29,2981.0,1989.0,18,,synthetic,73.28145265888456
226500.0,"2209 Madison Ln, Hammonton, NJ 08234",08234,Atlantic,Hammonton,1.0,1.9510473381889275,503.0,Condo/Co-op,https://synthetic.local/listing/d7918c98ca,2026-06-09T03:22:29,,1965.0,6,472.0,synthetic,450.2982107355865
443600.0,"2246 Jefferson Ct, Galloway, NJ 08037",08037,Atlantic,Galloway,4.0,2.779480498048344,3549.0,Single Family,https://synthetic.local/listing/2337e5e527,2026-06-12T23:23:29,10601.0,1984.0,178,,synthetic,124.99295576218653
281000.0,"2283 Garden Blvd, Atlantic City, NJ 08205",08205,Atlantic,Atlantic City,2.0,2.9744810327073936,2299.0,Townhouse,https://synthetic.local/listing/0ba55671f3,2026-06-05T16:28:29,2133.0,1993.0,52,288.0,synthetic,122.2270552414093
312800.0,"2320 Oak Dr, Hammonton, NJ 08401",08401,Atlantic,Hammonton,2.0,1.767875107323259,1869.0,Single Family,https://synthetic.local/listing/c0f8485c49,2026-06-13T11:38:29,14065.0,1968.0,20,,synthetic,167.36222578919208
171200.0,"2357 Maple Way, Egg Harbor Township, NJ 08232",08232,Atlantic,Egg Harbor Township,3.0,3.0613309184716537,1327.0,Single Family,https://synthetic.local/listing/ae754873a5,2026-06-10T21:07:29,8440.0,1969.0,5,,synthetic,129.01281085154483
204500.0,"2394 Cedar Pl, Atlantic City, NJ 08401",08401,Atlantic,Atlantic City,1.0,1.3026890480773388,1400.0,Single Family,https://synthetic.local/listing/459c0f2705,2026-06-15T10:55:29,15806.0,1982.0,54,59.0,synthetic,146.07142857142858
412200.0,"2431 Pine St, Egg Harbor Township, NJ 08401",08401,Atlantic,Egg Harbor Township,,2.484204969166682,533.0,Condo/Co-op,https://synthetic.local/listing/f4f5d74c0f,2026-06-16T13:59:29,,1954.0,25,550.0,synthetic,773.358348968105
726200.0,"2468 Elm Ave, Hammonton, NJ 08401",08401,Atlantic,Hammonton,3.0,2.202626642731444,1419.0,Single Family,https://synthetic.local/listing/4e818b7730,2026-06-15T03:08:29,8557.0,1967.0,86,,synthetic,511.768851303735
330900.0,"2505 Birch Rd, Hammonton, NJ 08234",08234,Atlantic,Hammonton,4.0,3.008296914289022,2481.0,Single Family,https://synthetic.local/listing/697a285bcf,2026-06-08T07:15:29,11685.0,1983.0,14,,synthetic,133.37363966142684
312500.0,"2542 Willow Ln, Pleasantville, NJ 08234",08234,Atlantic,Pleasantville,,,1104.0,Condo/Co-op,https://synthetic.local/listing/da9637fbbb,2026-06-11T06:40:29,,1998.0,68,236.0,synthetic,283.06159420289856
194100.0,"2579 Lake Ct, Pleasantville, NJ 08232",08232,Atlantic,Pleasantville,3.0,,1868.0,Single Family,https://synthetic.local/listing/124c50f0a6,2026-06-14T22:27:29,3088.0,1971.0,37,,synthetic,103.90792291220556
372400.0,"2616 Park Blvd, Galloway, NJ 08205",08205,Atlantic,Galloway,4.0,3.320669474308191,2025.0,Single Family,https://synthetic.local/listing/06ea994b30,2026-06-03T18:33:29,4275.0,1947.0,56,,synthetic,183.90123456790124
352800.0,"2653 River Dr, Galloway, NJ 08401",08401,Atlantic,Galloway,3.0,2.0376847135378755,2164.0,Single Family,https://synthetic.local/listing/c2fc0c3f72,2026-06-09T12:12:29,5980.0,1959.0,261,118.0,synthetic,163.03142329020332
305300.0,"2690 Forest Way, Galloway, NJ 08205",08205,Atlantic,Galloway,3.0,1.5703363898125704,700.0,Single Family,https://synthetic.local/listing/594f4b73da,2026-06-05T19:27:29,1500.0,1975.0,5,,synthetic,436.14285714285717
559300.0,"2727 Hill Pl, Atlantic City, NJ 08401",08401,Atlantic,Atlantic City,2.0,1.9633923723534827,1569.0,Townhouse,https://synthetic.local/listing/a77799012b,2026-06-04T01:21:29,3642.0,2024.0,30,210.0,synthetic,356.4690885914595
460200.0,"2764 Spring St, Atlantic City, NJ 08037",08037,Atlantic,Atlantic City,6.0,3.181028459875831,1540.0,Single Family,https://synthetic.local/listing/d657e41ef0,2026-06-16T01:23:29,13345.0,1965.0,3,,synthetic,298.83116883116884
446200.0,"2801 Highland Ave, Pleasantville, NJ 08234",08234,Atlantic,Pleasantville,4.0,1.7143844641357595,1063.0,Single Family,https://synthetic.local/listing/79e05b41a6,2026-06-11T23:02:29,8208.0,1977.0,0,,synthetic,419.755409219191
292900.0,"2838 Main Rd, Egg Harbor Township, NJ 08205",08205,Atlantic,Egg Harbor Township,2.0,3.0794261419649827,2041.0,Single Family,https://synthetic.local/listing/31daa5161d,2026-06-11T17:52:29,1500.0,1926.0,48,,synthetic,143.5080842724155
229300.0,"2875 Washington Ln, Atlantic City, NJ 08234",08234,Atlantic,Atlantic City,2.0,2.7311333337349657,2809.0,Single Family,https://synthetic.local/listing/b4cdbbda3b,2026-06-03T08:53:29,6343.0,1912.0,9,,synthetic,81.63047347810608
301700.0,"2912 Lincoln Ct, Atlantic City, NJ 08232",08232,Atlantic,Atlantic City,2.0,1.8101456324195655,2311.0,Single Family,https://synthetic.local/listing/2f02af06f3,2026-06-11T07:46:29,1500.0,1984.0,5,,synthetic,130.54954565123325
508400.0,"2949 Madison Blvd, Atlantic City, NJ 08232",08232,Atlantic,Atlantic City,2.0,1.8985953217491998,2258.0,Single Family,https://synthetic.local/listing/70a7889946,2026-06-13T00:12:29,11278.0,1959.0,44,,synthetic,225.15500442869796
781300.0,"2986 Jefferson Dr, Egg Harbor Township, NJ 08234",08234,Atlantic,Egg Harbor Township,4.0,2.0,2895.0,Multi-Family,https://synthetic.local/listing/0a562509bc,2026-06-14T03:46:29,3643.0,1950.0,1,,synthetic,269.8791018998273
466100.0,"3023 Garden Way, Egg Harbor Township, NJ 08205",08205,Atlantic,Egg Harbor Township,4.0,3.8179151980826633,2201.0,Single Family,https://synthetic.local/listing/9bcb31b375,2026-06-03T09:08:29,11448.0,1946.0,31,,synthetic,211.7673784643344
175100.0,"3060 Oak Pl, Egg Harbor Township, NJ 08401",08401,Atlantic,Egg Harbor Township,3.0,2.2865810106573794,1834.0,Townhouse,https://synthetic.local/listing/5bbe9ae7bf,2026-06-15T21:54:29,1000.0,2005.0,5,50.0,synthetic,95.47437295528898
306300.0,"3097 Maple St, Hammonton, NJ 08205",08205,Atlantic,Hammonton,5.0,2.4984641174589233,2265.0,Single Family,https://synthetic.local/listing/ac3694924b,2026-06-05T14:09:29,16584.0,1978.0,17,,synthetic,135.2317880794702
246700.0,"3134 Cedar Ave, Hammonton, NJ 08205",08205,Atlantic,Hammonton,5.0,2.660645101022916,2715.0,Multi-Family,https://synthetic.local/listing/854db8cc50,2026-06-08T22:21:29,4835.0,1970.0,30,,synthetic,90.86556169429097
407500.0,"3171 Pine Rd, Galloway, NJ 08232",08232,Atlantic,Galloway,4.0,2.7995091613650103,2411.0,Single Family,https://synthetic.local/listing/9a6b029352,2026-06-14T05:32:29,1500.0,1983.0,25,,synthetic,169.01700539195355
312500.0,"3208 Elm Ln, Egg Harbor Township, NJ 08037",08037,Atlantic,Egg Harbor Township,4.0,2.412212654695853,2229.0,Single Family,https://synthetic.local/listing/ca9664f43d,2026-06-12T03:56:29,12334.0,1978.0,27,216.0,synthetic,140.1973979362943
301200.0,"3245 Birch Ct, Pleasantville, NJ 08232",08232,Atlantic,Pleasantville,4.0,3.9074977963557673,3103.0,Multi-Family,https://synthetic.local/listing/9cf6dd8b00,2026-06-07T08:49:29,2648.0,1991.0,22,,synthetic,97.0673541733806
137700.0,"3282 Willow Blvd, Atlantic City, NJ 08037",08037,Atlantic,Atlantic City,3.0,2.995761572385983,2221.0,Single Family,https://synthetic.local/listing/072625532d,2026-06-06T15:51:29,10080.0,1985.0,36,,synthetic,61.9990995047276
256000.0,"3319 Lake Dr, Pleasantville, NJ 08205",08205,Atlantic,Pleasantville,3.0,2.09971113808248,2315.0,Single Family,https://synthetic.local/listing/f939e37314,2026-06-03T01:07:29,5860.0,1974.0,2,,synthetic,110.58315334773218
251100.0,"3356 Park Way, Egg Harbor Township, NJ 08232",08232,Atlantic,Egg Harbor Township,5.0,2.085211850366817,2113.0,Multi-Family,https://synthetic.local/listing/c3e5e17e2b,2026-06-07T22:41:29,3694.0,1968.0,9,,synthetic,118.83577851396119
572500.0,"3393 River Pl, Atlantic City, NJ 08232",08232,Atlantic,Atlantic City,4.0,,2267.0,Single Family,https://synthetic.local/listing/d2927f89ce,2026-06-10T07:43:29,9092.0,1986.0,17,,synthetic,252.5363917071019
182600.0,"3430 Forest St, Pleasantville, NJ 08401",08401,Atlantic,Pleasantville,3.0,3.3670755741559204,1669.0,Townhouse,https://synthetic.local/listing/4d00aff305,2026-06-12T15:46:29,2342.0,1983.0,23,222.0,synthetic,109.40683043738765
182900.0,"3467 Hill Ave, Galloway, NJ 08234",08234,Atlantic,Galloway,3.0,2.3790018826028994,2281.0,Single Family,https://synthetic.local/listing/cc6652346d,2026-06-02T23:32:29,8810.0,1977.0,32,,synthetic,80.18412976764577
472400.0,"3504 Spring Rd, Egg Harbor Township, NJ 08232",08232,Atlantic,Egg Harbor Township,4.0,2.6442911544211185,1574.0,Single Family,https://synthetic.local/listing/9d3558b2a8,2026-06-06T00:42:29,14631.0,2014.0,8,,synthetic,300.12706480304956
287000.0,"3541 Highland Ln, Pleasantville, NJ 08401",08401,Atlantic,Pleasantville,4.0,1.4153488230987568,1484.0,Single Family,https://synthetic.local/listing/d26fb4b6d5,2026-06-11T18:22:29,15018.0,1996.0,3,,synthetic,193.39622641509433
291200.0,"3578 Main Ct, Pleasantville, NJ 08232",08232,Atlantic,Pleasantville,3.0,2.7816275774423396,1357.0,Single Family,https://synthetic.local/listing/9423b5767e,2026-06-15T19:12:29,10752.0,1975.0,11,,synthetic,214.5910095799558
328000.0,"3615 Washington Blvd, Egg Harbor Township, NJ 08037",08037,Atlantic,Egg Harbor Township,2.0,2.289541260434918,1554.0,Single Family,https://synthetic.local/listing/9ee3d1fbde,2026-06-04T15:52:29,15409.0,1970.0,79,,synthetic,211.06821106821107
237800.0,"3652 Lincoln Dr, Egg Harbor Township, NJ 08037",08037,Atlantic,Egg Harbor Township,0.0,1.6740975013663317,1105.0,Condo/Co-op,https://synthetic.local/listing/f60be32582,2026-06-02T21:13:29,,2007.0,2,471.0,synthetic,215.20361990950227
199000.0,"3689 Madison Way, Hammonton, NJ 08234",08234,Atlantic,Hammonton,4.0,2.588490498062942,2001.0,Single Family,https://synthetic.local/listing/2490fdbbbe,2026-06-07T13:30:29,15865.0,1913.0,30,,synthetic,99.45027486256872
305400.0,"3726 Jefferson Pl, Atlantic City, NJ 08401",08401,Atlantic,Atlantic City,5.0,3.941393558197717,1732.0,Single Family,https://synthetic.local/listing/5fdb3e65fa,2026-06-06T03:33:29,6682.0,1946.0,26,,synthetic,176.32794457274827
184500.0,"3763 Garden St, Atlantic City, NJ 08232",08232,Atlantic,Atlantic City,3.0,1.44360881267437,2556.0,Single Family,https://synthetic.local/listing/478d588297,2026-06-12T22:08:29,4499.0,1990.0,32,,synthetic,72.1830985915493
220900.0,"3800 Oak Ave, Pleasantville, NJ 08234",08234,Atlantic,Pleasantville,4.0,2.294676706880198,2488.0,Single Family,https://synthetic.local/listing/d8d8c475d8,2026-06-15T14:57:29,18169.0,2024.0,6,,synthetic,88.78617363344051
456200.0,"3837 Maple Rd, Atlantic City, NJ 08037",08037,Atlantic,Atlantic City,2.0,1.9606300306203928,1537.0,Single Family,https://synthetic.local/listing/2bf5cbc0c8,2026-06-14T19:50:29,4102.0,2024.0,2,,synthetic,296.8119713728042
346700.0,"3874 Cedar Ln, Hammonton, NJ 08037",08037,Atlantic,Hammonton,2.0,1.5,,Townhouse,https://synthetic.local/listing/d983adb7b1,2026-06-15T12:04:29,3560.0,1999.0,73,405.0,synthetic,
233100.0,"3911 Pine Ct, Hammonton, NJ 08232",08232,Atlantic,Hammonton,3.0,2.060357903095934,1270.0,Single Family,https://synthetic.local/listing/6ee5bf7473,2026-06-08T15:16:29,2579.0,1977.0,10,,synthetic,183.54330708661416
298800.0,"3948 Elm Blvd, Atlantic City, NJ 08232",08232,Atlantic,Atlantic City,2.0,3.846868967630418,1655.0,Single Family,https://synthetic.local/listing/235205fd72,2026-06-11T19:21:29,13724.0,1976.0,66,30.0,synthetic,180.54380664652567
385900.0,"3985 Birch Dr, Hammonton, NJ 08232",08232,Atlantic,Hammonton,1.0,2.464696822319223,1087.0,Condo/Co-op,https://synthetic.local/listing/7d8d154aaf,2026-06-08T22:49:29,,2024.0,13,328.0,synthetic,355.0137994480221
657100.0,"4022 Willow Way, Egg Harbor Township, NJ 08401",08401,Atlantic,Egg Harbor Township,3.0,,3320.0,Multi-Family,https://synthetic.local/listing/c959cb682e,2026-06-03T14:42:29,5390.0,1993.0,1,,synthetic,197.92168674698794
327800.0,"4059 Lake Pl, Pleasantville, NJ 08401",08401,Atlantic,Pleasantville,3.0,2.3255766975164622,2776.0,Single Family,https://synthetic.local/listing/78de6312b2,2026-06-07T04:28:29,1500.0,1924.0,60,,synthetic,118.0835734870317
